Date	Owner	Statement	Verdict	Link	Suitability	Notes	Possible Source(s) to use?
20/02/2014	Barack Obama	We’ve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/25/barack-obama/barack-obama-says-medicaid-expansion-has-brought-h/	Yes		http://acasignups.net/spreadsheet-med, http://avalerehealth.net/expertise/managed-care/insights/1.1m-to-1.8m-new-medicaid-enrollees-as-a-result-of-aca, http://www.medicaid.gov/AffordableCareAct/Medicaid-Moving-Forward-2014/Downloads/December-2013-Enrollment-Report.pdf
20/02/2014	former state Attorney General Dan Sullivan	Alaska Sen. Mark Begich supported President Barack Obama’s economic policies "97 percent of the time."	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/21/dan-sullivan/begich-supports-97-percent-obamas-economic-policy-/	No	Support is interepreted as voting, which can be counted.	http://www.cq.com/graphics/weekly/2014/02/03/wr20140203-04prezsupport-cht8.pdf, http://atr.rollcall.com/most-fascinating-races-of-2014-alaska-senate/, http://www.opencongress.org/people/votes_with_party/senate/democrat
19/02/2014	Republican challenger Matt Bevin	Mitch McConnell voted with Harry Reid to infringe on our gun rights.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/24/matt-bevin/republican-challenger-matt-bevin-attacks-senate-mi/	No		
12/02/2014	National Republican Congressional Committee	Obamacare includes a "$700 billion cut from Medicare for seniors."	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/14/national-republican-congressional-committee/nrcc-says-obamacare-cuts-money-medicare-and-senior/	No	It is not about facts, but about laws.	
12/02/2014	National Republican Congressional Committee	Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/14/national-republican-congressional-committee/nrcc-says-congressional-budget-office-predicts-oba/	No	Future	
12/02/2014	National Republican Congressional Committee	"300,000 Floridians will lose their current health plans" because of Obamacare, a plan Alex Sink supports.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/14/national-republican-congressional-committee/300000-florida-lose-health-plans-more-story/	No	Future+causality	
12/02/2014	Patriot Majority USA	North Carolina Republican Senate candidate Thom Tillis "supports a plan that would end Medicare as we know it."	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/14/patriot-majority-usa/demcratic-group-says-nc-republican-senate-hopeful-/	No	Assessing what counts as support is difficult to do objectively	
12/02/2014	Patriot Majority USA	North Carolina Republican Senate candidate Thom Tillis would let insurance companies "deny coverage for pre-existing conditions."	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/13/patriot-majority-usa/pro-democratic-group-says-north-carolina-senate-ca/	No	Future	
09/02/2014	Rep. Keith Ellison, D-Minn.	Americans work way more than an average of industrialized countries around the world.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/09/keith-ellison/keith-ellison-says-americans-work-way-more-others/	Yes	"way more' is not easy to quantify	http://www.cepr.net/documents/publications/no-vacation-update-2013-05.pdf, http://stats.oecd.org/Index.aspx?DatasetCode=LEVEL#
05/02/2014	Sen. Mark Pryor, D-Ark.	Tom Cotton’s vote in Congress to change Medicare "will increase out-of-pocket expenses for every senior in Arkansas."	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/28/mark-pryor/pryor-ad-warns-every-senior-arkansas-will-see-incr/	No	Hard to assess causality objectively.	
05/02/2014	Clay Aiken	Rep. Renee Ellmers voted for the government shutdown 21 times.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/12/clay-aiken/clay-aiken-says-gop-legislator-voted-21-times-shut/	No	There is no direct vote, only votes on laws that might affect things indirectly.	
04/02/2014	Secretary of Labor Thomas Perez	If you have a union job, you're making on average $950 a week. If you have a non-union job, you're making $750 a week.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/07/thomas-perez/labor-secretary-thomas-perez-says-union-members-ea/	Yes	Interestingly, it is the median, rather than the average that this is true for.	http://www.bls.gov/news.release/union2.t04.htm, http://www.bls.gov/news.release/union2.t02.htm, http://www.bls.gov/opub/ted/2013/ted_20130513.htm
04/02/2014	House Speaker John Boehner, R-Ohio	President Barack Obama’s health care law is "expected to destroy 2.3 million jobs."	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/05/john-boehner/john-boehner-says-obamacare-expected-destroy-23-mi/	No	Future	
02/02/2014	Chain email	President Barack Obama has issued upwards of 1,000 executive orders, more than any modern president.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/06/chain-email/chain-email-claims-barack-obama-has-signed-1000-ex/	Yes		http://www.presidency.ucsb.edu/data/orders.php
31/01/2014	Barack Obama	What is and isn't a Schedule I narcotic is a job for Congress.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/feb/04/barack-obama/barack-obama-says-its-congress-change-how-feds-cla/	No		
29/01/2014	Mr Conservative	"According to (Barack) Obama’s newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government," which is "then used as justification for gun confiscation."	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/06/mr-conservative/conservative-website-says-barack-obama-signed-law-/	No		
29/01/2014	Sen. Tom Harkin, D-Iowa	Cuba has "a lower child mortality rate than ours. Their life expectancy is now greater than ours."	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/31/tom-harkin/sen-tom-harkin-says-cuba-has-lower-child-mortality/	Yes	There is concern on the trustworthiness of the numbers.	https://www.cia.gov/library/publications/the-world-factbook/rankorder/2091rank.html, http://esa.un.org/unpd/wpp/Excel-Data/EXCEL_FILES/3_Mortality/WPP2012_MORT_F01_2_Q5_BOTH_SEXES.XLS, https://www.cia.gov/library/publications/the-world-factbook/rankorder/2102rank.html, http://apps.who.int/gho/data/node.main.688, http://ais.paho.org/chi/brochures/2012/BI_2012_ENG.pdf
28/01/2014	Sen. Rand Paul, R-Ky.	President Barack Obama "spent nearly a trillion dollars on make-work government jobs."	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/30/rand-paul/rand-paul-says-barack-obama-spent-nearly-trillion-/	No	What is make-work?	
28/01/2014	Barack Obama	Women "make 77 cents for every dollar a man earns."	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/29/barack-obama/barack-obama-state-union-says-women-make-77-cents-/	Yes	Kind of depends on the definition	http://www.census.gov/prod/2013pubs/p60-245.pdf, http://www.bls.gov/cps/wlf-databook-2012.pdf, http://www.bls.gov/cps/cpswom2012.pdf,
28/01/2014	Barack Obama	For the first time in over a decade, business leaders around the world have declared that China is no longer the world’s No. 1 place to invest; America is.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/29/barack-obama/business-leaders-declared-china-no-longer-worlds-n/	Yes	There are established measures of assessing this	http://www.atkearney.com/documents/10192/1464437/Back+to+Business+-+Optimism+Amid+Uncertainty+-+FDICI+2013.pdf/96039e18-5d34-49ca-9cec-5c1f27dc099d, http://www.milkeninstitute.org/pdf/GlobalOpportunityIndex.pdf, http://www.forbes.com/sites/kurtbadenhausen/2013/12/04/map-the-best-and-worst-countries-for-business/, http://www.bloomberg.com/slideshow/2013-01-18/best-countries-for-business-2013.html
28/01/2014	Barack Obama	Every four minutes, another American home or business goes solar.	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/29/barack-obama/obama-says-every-four-minutes-another-american-hom/	Yes		http://www.greentechmedia.com/research/ussmi
28/01/2014	Barack Obama	Today, the federal minimum wage is worth about twenty percent less than it was when Ronald Reagan first stood here	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/29/barack-obama/barack-obama-says-minimum-wage-was-higher-during-r/	Yes		http://www.dol.gov/whd/minwage/chart.htm, http://www.bls.gov/data/inflation_calculator.htm, http://www.data360.org/dsg.aspx?Data_Set_Group_Id=762, http://www.fas.org/sgp/crs/misc/R42973.pdf
28/01/2014	Rep. Cathy McMorris Rodgers, R-Wash.	Last month, more Americans stopped looking for a job than found one.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/28/cathy-mcmorris-rodgers/rep-mcmorris-rodgers-says-more-people-stopped-look/	Yes	This turned out to be cherry picking a month.	http://www.bls.gov/news.release/empsit.t17.htm, http://bls.gov/news.release/empsit.t16.htm, http://bls.gov/news.release/empsit.nr0.htm, http://bls.gov/news.release/archives/empsit_12062013.htm, http://www.bls.gov/webapps/legacy/cpsatab16.htm
28/01/2014	Barack Obama	Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/28/barack-obama/barack-obama-state-union-says-us-has-cut-carbon-po/	Yes	In absolute numbers US is top, but percentage makes more sense.	http://www.eia.gov/cfapps/ipdbproject/iedindex3.cfm?tid=90&pid=44&aid=8&cid=regions&syid=2003&eyid=2011&unit=MMTCD
16/01/2014	FaceBook post	Nancy Pelosi said, "Waiting long hours in the emergency room will allow you to make new friends!"	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/feb/26/facebook-posts/facebook-posts-say-pelosi-supports-longer-er-wait-/	No		
03/10/2013	Labour MP Stella Creasy	The evidence from other countries is that capping does work	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-cap-payday-loan-interest-work-uk/15944	no	how can you figure out what does "work" mean?	http://www.responsible-credit.org.uk/uimages/File/Taking%20on%20the%20money%20lenders%20lessons%20from%20Japan%20final.pdf http://www.policis.com/pdf/credit/Economic%20and%20Social%20Risks%20of%20Consumer%20Credit%20Market%20Regulation.pdf
01/10/2013	Boris Johnson	London is in fact now the safest global city in the world.	FALSE	http://blogs.channel4.com/factcheck/factcheck-tory-conference-roundup/15928	yes	well, it whould be suitable because you can rely on some statistics to confirm that it's not the safest one. however, the problem is which statistics to use	http://www.unodc.org/documents/data-and-analysis/statistics/Homicide/Homicides_in_most_populous_city.xls http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-SF-12-006/EN/KS-SF-12-006-EN.PDF
01/10/2013	Jeremy Hunt	In 2010 18,000 people waited more than a year for their operation. Now it’s less than 400.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-tory-conference-roundup/15928	yes	it is verifiable. there is the rest of the story behind it, but standing alone, this fact is verifiable.	http://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2013/09/RTT_Overview_Timeseries_Jul13-42753.xls
20/09/2013	Nigel Farage	We now have 30,000 members and we’re rising fast, and by the time of the next general election we will have the third highest membership of any party in this country, and we’re going up at a time when all the rest are going down.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-nigel-farages-ukip-conference-speech/15888	no	speculative - he's predicting numbers in the future; the second part can be assessed based on current figures	
20/09/2013	Nigel Farage	More people settled in this country in 2010 than came here for the previous 1,000 years.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-nigel-farages-ukip-conference-speech/15888	yes	technically, one needs to check some numbers, though it might be a bit difficult to assess which ones	http://www.ons.gov.uk/ons/rel/lms/labour-market-trends--discontinued-/volume-114--no--10/foreign-labour-in-the-united-kingdom--current-patterns-and-trends.pdf http://www.ons.gov.uk/ons/rel/migration1/migration-statistics-quarterly-report/august-2013/sty-migration.html
17/09/2013	George Osborne	Confirm have sold 6 per cent of Lloyds shares at 75p. Profit for taxpayer	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-profited-lloyds-share-sale/15810	yes	technically, claims in there can be verified. but the problem is "profit for taxpayer" and what you might say that means	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/240104/Chancellor_letter.pdf
10/09/2013	Health Secretary Jeremy Hunt	In fact, we’ve got to a point where A&E staff know some patients better than their own GPs.	FALSE	http://blogs.channel4.com/factcheck/factcheck-people-ae-staff-gps/15766	no	speculation	http://www.gp-patient.co.uk/results/download/_y7q2/Y7W2%20National%20Summary%20Report.pdf
05/09/2013	Dmitry Peskov	Britain is a small island - nobody pays any attention to them apart from the Russian oligarchs who have bought up Chelsea.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-britain-paying-attention/15708	no	this is a provocation, not a fact	
05/09/2013	IDS Secretary of State for the Department of Work and Pensions	This is not an IT disaster, it will be delivered in time and in budget.	FALSE	http://blogs.channel4.com/factcheck/factcheck-universal-credit-scheme-aimed-people-work-work/15678	no	two parts to it: it is not an IT disaster might be verifiable, but the rest is a speculation about the future	
04/09/2013	Shadow Home Secretary Yvette Cooper	After rising by 23 per cent between 2007-2010, there has been a 13 per cent decrease in the number of cases of domestic violence referred to the CPS by the police since 2010 in England and Wales.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-domestic-violence-cases/15654	yes	pure number crunching	http://www.cps.gov.uk/publications/docs/cps_vawg_report_2013.pdf
03/09/2013	Shadow education secretary Stephen Twigg	In choosing to prioritise school capital funding in areas with surplus places through his free schools programme, David Cameron is showing he is out of touch with the needs of ordinary people by failing to meet basic need for school places.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-free-schools-failing-open-areas/15632	no	difficult to assess how cameron is out of touch with needs of people	
22/05/2013	Danny Alexander, chief secretary to the Treasury	We’re also asking wealthy people to pay more tax, we’ve put more resources, a billion pounds more resources, into HMRC’s work on cracking down on tax dodging … to raise an extra £9bn a year by the end of this parliament.	HALF TRUE	http://blogs.channel4.com/factcheck/tough-on-tax-but-is-it-all-talk-factcheck/13528	No	though it might sound speculative, technically one can verify those claims. the investment was made in order to accrue something as projected by some numbers....	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/221550/autumn_statement_2012_complete.pdf http://www.ifs.org.uk/budgets/gb2013/GB2013_Ch7.pdf http://www.hmrc.gov.uk/statistics/tax-statistics/table2-4.pdf
19/05/2013	Tim Loughton (via Twitter)	£4bn is back of fag packet scaremongering particularly if Govt doubt straight couples want civil partnership.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-the-cost-of-heterosexual-civil-partnerships/13512	No	Speculation - the cost is projected...it COULD be like that	
07/05/2013	Nick Clegg	I think if we were to leave the European Union we would jeopardise up to three million jobs in this country.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-is-nigel-lawson-right-about-quitting-the-eu/13388	No	should be numerically verifiable from research data	http://pc9.niesr.ac.uk/pdf/Annual%20Report/AR-2000.PDF [not accessible] http://www.europarl.org.uk/ressource/static/files/ukjobs.pdf
07/04/2013	Lord Lawson	In my judgement the economic gains (of leaving the EU) would substantially outweigh the costs.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-is-nigel-lawson-right-about-quitting-the-eu/13388	No	although is a personal opinion, there is data to be crunched to support or disprove this	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/220969/foi_eumembership_literaturereview.pdf http://www.civitas.org.uk/pdf/EUCosts_Factsheet.pdf http://www.timcongdon4ukip.com/docs/UKIP%20Cost%20of%20the%20EU.pdf [not accessible] http://www.europarl.org.uk/ressource/static/files/outofcontrol.pdf
23/04/2013	John Swinney	The UK as the successor state is obliged to hold on to all of the debt. We would be liberated from a population share of UK debt of £125bn.	FALSE	http://blogs.channel4.com/factcheck/factcheck-can-scotland-avoid-paying-uk-debt/13362	No	this should be a directly verifiable fact	http://news.bbc.co.uk/1/shared/bsp/hi/pdfs/2304scotlandanalysis.pdf http://blogs.channel4.com/factcheck/factcheck-who-loses-if-scotland-goes-it-alone/6524 https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/79417/Scotland_analysis_Devolution_and_the_implications_of_Scottish_Independan...__1_.pdf [not accessible] http://untreaty.un.org/ilc/texts/instruments/english/conventions/3_3_1983.pdf
12/04/2013	Iain Duncan Smith	Already we’ve seen 8,000 people who would have been affected by the cap move into jobs. This clearly demonstrates that the cap is having the desired impact.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-the-benefit-cap-row/13330	No	bad causal relationships - insufficient data	
	Alison Garnham, chief executive of the Child Poverty Action Group	About 190,000 children are affected compared to about 80,000 adults.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-the-benefit-cap-row/13330	yes		https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/220153/eia-benefit-cap-wr2011.pdf
	Alison Garnham, chief executive of the Child Poverty Action Group	The difficulty with cutting people’s benefits is that it tends to have the opposite effect. It tends to make people poorer and therefore in a less good position to move into paid work.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-the-benefit-cap-row/13330	no	i don't see anything as a source of data for this one	
		The progress made has been phenomenal and we are delighted that in line with our recommendations, as of April 2013, there has been a 50 per cent increase in deceased organ donation.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-organ-donor-claims-under-the-knife/13316	No	although it sounds weird by implying that they're directly connected to it (due to their recommendations), it is a fact which should be verifiable	http://webarchive.nationalarchives.gov.uk/20130107105354/http://www.dh.gov.uk/prod_consum_dh/groups/dh_digitalassets/@dh/@en/documents/digitalasset/dh_090303.pdf http://www.organdonation.nhs.uk/statistics/downloads/weekly_stats.pdf
11/04/2013	Shelter press release	3.9 million British families may be just one pay check away from losing the family home.	HALF TRUE	http://blogs.channel4.com/factcheck/do-shelters-housing-claims-stack-up-factcheck/13290	No	may is the key word over here, and it implies worst case situation	http://www.ons.gov.uk/ons/publications/re-reference-tables.html?edition=tcm%3A77-231847 http://www.ons.gov.uk/ons/dcp171776_271544.pdf
08/04/2013	Ed Miliband	Currently if a bank branch closes down, a payday loan shop can move in and open up in the same place. Even if there’s already a payday lender just down the street. And there’s nothing the local council can do.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-will-ed-miliband-save-the-high-street/13222	yes	sounds speculative, but is talking about a possible (though probably the worst case) scenario, which should be verifiable by laws	https://www.gov.uk/government/publications/replacement-appendix-d-to-department-of-the-environment-circular-09-95
04/04/2013	David Cameron	Our current nuclear weapons capability costs on average around 5-6 per cent of the current defence budget. That is less than 1.5 per cent of our annual benefits bill.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-should-we-scrap-trident/13202	yes	hard facts	
04/04/2013	Jamie Hepburn, SNP MSP for Cumbernauld and Kilsyth	This jobs bogeyman is brought out routinely…only 520 jobs are directly related to Trident.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-should-we-scrap-trident/13202	yes	fact, though it might be incomplete	http://www.channel4.com/media/c4-news/pdf/trident.pdf http://www.publications.parliament.uk/pa/cm201213/cmselect/cmscotaf/892/89202.htm https://www.rusi.org/downloads/assets/Scottish_Defence_Forces_Oct_2012.pdf http://www.bbc.co.uk/news/uk-scotland-scotland-politics-20433668
02/04/2013	George Osborne	Nine out of 10 working households will be better off as a result of the reforms we’re making this month.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-are-nine-out-of-10-working-families-better-off/13168	No	though sounds speculative, there might be projections to support or disprove this claim	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/221894/budget2013_distributional_analysis.pdf
25/03/2013	Boris Johnson	London is unlike virtually any other part of the country in that we are now actively recruiting 4,500 more police in order to drive crime down further.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-the-nasty-surprise-in-boriss-police-plan/13100	Yes	second part seems verifiable, the first part pretty much a personal opinion, and it might be supported or disproved by comparative data	http://www.metpolicecareers.co.uk/newconstable/ http://www.telegraph.co.uk/news/uknews/law-and-order/9951564/Its-bobbies-not-buildings-we-need-in-the-fight-against-crime.html http://www.publications.parliament.uk/pa/cm201213/cmselect/cmhaff/uc494-v/uc49401.htm http://www.publications.parliament.uk/pa/cm201213/cmselect/cmhaff/uc560-i/uc56001.htm
05/01/2014	Gene Sperling, economic adviser to President Barack Obama	The economy still has three people looking for every job opening.	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/07/gene-sperling/there-are-3-unemployed-people-every-job-opening-ob/	YES	Math necessary	http://www.bls.gov/news.release/jolts.htm, http://www.bls.gov/news.release/archives/empsit_11082013.pdf
07/01/2014	Guy on Twitter	It’s warmer on Mars than it is in parts of the United States and Canada during the polar vortex.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/07/tweets/its-colder-us-mars-twitterverse-says/	YES		http://cab.inta-csic.es/rems/en/one-year-on-mars/#slide-to-main.
05/01/2014	Gene Sperling, economic adviser to President Barack Obama	The Obama administration offered "no magic number" of people that needed to sign up for health care on the marketplaces.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/05/gene-sperling/obama-economic-adviser-gene-sperling-says-theres-n/	NO	It was not deemed a "magic number" by administration, but was a salient point in many briefs.	http://www.modernhealthcare.com/article/20130624/NEWS/306249957
23/11/2013	Bloggers	Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/02/blog-posting/bloggers-say-obamacare-coding-system-could-usher-b/	NO	This is fairly tough to rebuttal against since it resides mostly under "common sense."  It is hard to find text that explicitly denies it.	http://www.cdc.gov/nchs/icd/icd9.htm
10/12/2013	Paul Ryan	This is the first divided-government budget agreement since 1986	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/19/paul-ryan/rep-paul-ryan-said-bipartisan-budget-deal-first-di/	YES		
14/12/2013	Republican National Committee	The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/19/republican-national-committee-republican/rnc-posts-wrong-poll-figure-obama-support-quickly-/	YES	Factual error which was corrected.	http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1988
13/12/2013	Charlie Crist	Senator Marco Rubio’s endorsement of Obamacare for his own family should end the rhetoric coming from Governor Rick Scott and other tea party groups	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/18/charlie-crist/marco-rubio-endorsed-obamacare-his-family-charlie-/	NO		
09/12/2013	Bloggers	By using a little-known loophole in the 2006 Great Lakes Compact, Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan to the tune of an estimated $500,000 to $1.8 million per day profit.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/17/blog-posting/viral-blog-posts-say-obama-minions-are-allowing-co/	NO	Some useful sources are too old (dead links).  The loophole exists, so original documentation is not great evidence, but it's not a recent left-wing change.	http://www.gpo.gov/fdsys/pkg/BILLS-110sjres45es/pdf/BILLS-110sjres45es.pdf, http://www.politifact.com/ohio/statements/2010/sep/01/dennis-kucinich/dennis-kucinich-warns-loophole-great-lakes-compact/
06/12/2013	Traditional Values Coalition	The Employment Non-Discrimination Act "discriminates against Christian daycare, Christian parents, Christian business owners, and the rights of religious freedom.	FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/16/traditional-values-coalition/religious-activist-group-says-enda-would-discrimin/	YES		http://www.eeoc.gov/policy/docs/qanda_religion.html, http://blogs.wsj.com/washwire/2013/11/01/religious-exemptions-at-center-of-enda-debate/
07/12/2013	Bloggers	School children can earn higher grades by studying Islam under a new "nationwide Muslim outreach program" announced by President Barack Obama.	FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/16/blog-posting/viral-post-claims-barack-obama-has-begun-nationwid/	NO	Satire run amok - probably not suitable.	
10/12/2013	Generation Opportunity	Obamacare could force thousands of volunteer fire stations to cut service or close entirely!	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/13/generation-opportunity/will-affordable-care-act-close-down-volunteer-fire/	NO	Speculative	
04/12/2013	Barbara Lee	60 percent of people on food assistance are working.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/11/barbara-lee/barbara-lee-says-60-percent-people-food-assistance/	YES		http://www.cbpp.org/files/1-29-13fa.pdf, http://www.fns.usda.gov/sites/default/files/2011Characteristics.pdf
05/12/2013	Heritage Foundation	FACT: Repealing Obamacare would be easier than repealing Prohibition.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/09/heritage-foundation/heritage-foundation-tweet-says-repealing-obamacare/	NO	Speculative / too complex	
08/12/2013	Rob Portman	About 2 percent of Americans get paid the minimum wage.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/08/rob-portman/rob-portman-says-about-2-percent-americans-get-pai/	YES		http://www.bls.gov/cps/minwage2012.pdf, http://www.dol.gov/dol/topic/wages/subminimumwage.htm
04/12/2013	Barack Obama	By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.	TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/05/barack-obama/obama-says-children-low-income-families-hear-30-mi/	YES		http://www.aft.org/pdfs/americaneducator/spring2003/TheEarlyCatastrophe.pdf, http://centerforeducation.rice.edu/slc/LS/30MillionWordGap.html
05/12/2013	Facebook Posts	Vladimir Putin said, "President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy."	FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/05/facebook-posts/facebook-meme-says-vladimir-putin-accused-barack-o/	NO	Regarding what Putin said.	
04/12/2013	Barack Obama	The minimum wage "in real terms right now is below where it was when Harry Truman was in office." 	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/04/barack-obama/barack-obama-says-minimum-wage-higher-now-under-ha/	YES	Ill-Defined	http://www.dol.gov/whd/minwage/chart.htm, http://www.fas.org/sgp/crs/misc/R42973.pdf
04/12/2013	Facebook Posts	44% of homeless people are employed.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/04/facebook-posts/facebook-post-says-44-percent-homeless-people-are-/	YES	It's old data and it's a bit fuzzy but I think it's suitable.	http://www.urban.org/UploadedPDF/homelessness.pdf
01/12/2013	Timothy Dolan	We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.	TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/04/timothy-dolan/us-bishops-have-supported-universal-health-care-19/	YES	May require OCR	http://cuomeka.wrlc.org/files/original/835f26c0ebabbd7ba0d55b60dabb47b0.pdf
24/11/2013	Sen. Bob Corker, R-Tenn.	"The administration was kicking and screaming all the way with these sanctions being put in place (on Iran)."	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/03/bob-corker/corker-said-congress-dragged-obama-kicking-and-scr/	NO	As phrased it is not suitable.	
30/08/2013	Paddy Ashdown, BBC News	Maybe I am just an old war horse from the past but I think it has a profound implication for our country. I think it diminishes our country hugely.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-britain-global-power-players-2003-2013/15610	No	This statement refers to Parliament’s vote against military action in Syria If the statement was only about the strength of military in Britain, it culd be measured statistically as done in this fact check, however the statement refers to the decision in regard with Syria and seems to be subjective	
21/08/2013	Keep our NHS Public	NHS England has announced that patient data held by GPs is to be sold for £1 per request to ‘approved companies’ who wish to buy it. Patient records are supposed to be anonymised, with each name + first line of address merely replaced with a unique identifier code. A list of the codes will be held separately. But it will not be hard for names and addresses to be restored; once a patient record is uploaded. Any teenager could do it.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/nhss-anonymous-data-anonymous/14200	No		
	Heather Wakefield from Unison	We think that it’s also an infringement of equality legislation, that the government and local authorities should be doing equality audits because the elderly, children, pregnant women and people with disabilities are the worst hit and we think this is probably a breech of equality law too.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-council-toilet-closures-infringing-rights/14180	No	Refers to council toilet closures	
